USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
3339000,2019-08-12,93.8,2.09,1.39,0.16,1.84,19.71,2.79
3339000,2019-08-13,78.2,1.99,1.4,0.16,1.83,17.25,2.85
3339000,2019-08-14,78.6,1.97,1.39,0.16,1.79,17.44,2.88
3339000,2019-08-15,72.8,1.93,1.39,0.16,1.81,16.05,2.9
3339000,2019-08-16,76.5,1.94,1.4,0.16,1.83,16.56,2.86
3339000,2019-08-17,72.5,1.91,1.39,0.16,1.8,15.9,2.85
3339000,2019-08-18,97.1,2.01,1.39,0.17,1.8,19.29,2.78
3339000,2019-08-19,111.0,2.03,1.38,0.18,1.8,22.42,2.85
3339000,2019-08-20,101.0,2.02,1.4,0.18,1.79,20.84,2.84
3339000,2019-08-21,96.3,1.96,1.4,0.17,1.8,19.27,2.86
3339000,2019-08-22,107.0,2.0,1.39,0.18,1.81,20.66,2.8
3339000,2019-08-23,102.0,1.98,1.38,0.18,1.82,21.21,2.84
3339000,2019-08-24,85.0,1.89,1.4,0.18,1.82,17.25,2.84
3339000,2019-08-25,77.3,1.83,1.4,0.17,1.81,16.27,2.85
3339000,2019-08-26,74.7,1.81,1.4,0.17,1.82,15.19,2.88
3339000,2019-08-27,89.5,1.88,1.39,0.18,1.8,17.83,2.81
3339000,2019-08-28,89.2,1.87,1.4,0.18,1.82,18.13,2.87
3339000,2019-08-29,88.8,1.84,1.4,0.18,1.81,17.38,2.84
3339000,2019-08-30,71.2,1.77,1.4,0.17,1.79,14.64,2.83
3339000,2019-08-31,66.1,1.71,1.4,0.17,1.82,13.81,2.84
3339000,2019-09-01,151.0,2.05,1.39,0.21,1.83,26.05,2.83
3339000,2019-09-02,87.9,1.82,1.4,0.19,1.82,16.73,2.81
3339000,2019-09-03,106.0,1.86,1.39,0.2,1.83,19.95,2.8
3339000,2019-09-04,90.9,1.81,1.39,0.19,1.78,17.56,2.92
3339000,2019-09-05,72.7,1.7,1.39,0.18,1.86,14.44,2.89
3339000,2019-09-06,63.9,1.65,1.39,0.18,1.84,13.19,2.9
3339000,2019-09-07,62.5,1.65,1.4,0.18,1.79,12.33,2.88
3339000,2019-09-08,61.8,1.63,1.39,0.18,1.83,11.76,2.85
3339000,2019-09-09,60.6,1.6,1.4,0.17,1.81,11.56,2.8
3339000,2019-09-10,58.4,1.6,1.4,0.18,1.79,11.53,2.88
3339000,2019-09-11,64.3,1.62,1.4,0.18,1.79,12.31,2.84
3339000,2019-09-12,58.2,1.57,1.4,0.18,1.82,11.2,2.89
3339000,2019-09-13,54.2,1.55,1.39,0.18,1.79,10.48,2.9
3339000,2019-09-14,47.4,1.5,1.4,0.17,1.81,9.18,2.88
3339000,2019-09-15,51.3,1.51,1.39,0.18,1.82,9.37,2.85
3339000,2019-09-16,56.7,1.56,1.4,0.18,1.83,10.75,2.88
3339000,2019-09-17,51.2,1.51,1.39,0.17,1.83,9.51,2.85
3339000,2019-09-18,67.4,1.59,1.39,0.19,1.82,12.08,2.91
3339000,2019-09-19,56.9,1.52,1.39,0.18,1.82,10.14,2.87
3339000,2019-09-20,48.7,1.47,1.4,0.18,1.81,8.65,2.82
3339000,2019-09-21,47.2,1.47,1.39,0.18,1.8,8.58,2.83
3339000,2019-09-22,46.8,1.45,1.4,0.18,1.81,8.59,2.95
3339000,2019-09-23,66.3,1.55,1.4,0.19,1.83,10.74,2.84
3339000,2019-09-24,58.2,1.52,1.4,0.18,1.8,10.02,2.88
3339000,2019-09-25,108.0,1.73,1.4,0.21,1.8,15.88,2.82
3339000,2019-09-26,68.3,1.57,1.4,0.19,1.81,11.41,2.87
3339000,2019-09-27,54.6,1.5,1.4,0.19,1.81,9.13,2.88
3339000,2019-09-28,48.9,1.44,1.38,0.18,1.81,8.23,2.86
3339000,2019-09-29,77.9,1.59,1.39,0.21,1.84,11.75,2.85
3339000,2019-09-30,243.0,2.02,1.39,0.26,1.83,30.17,2.78
3339000,2019-10-01,365.0,2.2,1.39,0.29,1.82,43.11,2.82
3339000,2019-10-02,263.0,2.06,1.4,0.27,1.81,34.47,2.86
3339000,2019-10-03,180.0,1.89,1.39,0.25,1.8,23.22,2.81
3339000,2019-10-04,129.0,1.74,1.39,0.23,1.82,17.71,2.84
3339000,2019-10-05,98.9,1.68,1.4,0.22,1.81,13.56,2.87
3339000,2019-10-06,83.8,1.62,1.4,0.2,1.82,12.79,2.89
3339000,2019-10-07,69.9,1.54,1.39,0.2,1.83,9.79,2.82
3339000,2019-10-08,61.3,1.51,1.39,0.19,1.8,8.93,2.87
3339000,2019-10-09,59.3,1.48,1.39,0.2,1.82,8.43,2.9
3339000,2019-10-10,56.0,1.46,1.39,0.2,1.81,7.77,2.88
3339000,2019-10-11,102.0,1.67,1.39,0.22,1.8,13.48,2.86
3339000,2019-10-12,88.0,1.6,1.39,0.22,1.8,11.43,2.8
3339000,2019-10-13,94.8,1.65,1.39,0.22,1.83,12.33,2.92
3339000,2019-10-14,111.0,1.7,1.39,0.23,1.8,13.55,2.83
3339000,2019-10-15,82.2,1.59,1.39,0.21,1.81,10.47,2.85
3339000,2019-10-16,66.9,1.53,1.39,0.21,1.79,8.42,2.86
3339000,2019-10-17,59.1,1.49,1.39,0.19,1.81,7.81,2.88
3339000,2019-10-18,57.3,1.49,1.39,0.2,1.81,7.39,2.9
3339000,2019-10-19,56.0,1.48,1.39,0.2,1.83,7.49,2.87
3339000,2019-10-20,54.3,1.47,1.39,0.2,1.82,6.93,2.85
3339000,2019-10-21,70.5,1.56,1.4,0.21,1.82,7.98,2.82
3339000,2019-10-22,71.7,1.58,1.39,0.21,1.8,8.38,2.88
3339000,2019-10-23,58.5,1.49,1.4,0.2,1.81,6.83,2.83
3339000,2019-10-24,76.3,1.59,1.39,0.22,1.83,8.79,2.89
3339000,2019-10-25,72.9,1.57,1.38,0.21,1.82,8.34,2.84
3339000,2019-10-26,127.0,1.78,1.39,0.24,1.82,13.73,2.91
3339000,2019-10-27,160.0,1.86,1.39,0.25,1.82,15.71,2.91
3339000,2019-10-28,775.0,2.61,1.39,0.35,1.83,59.39,2.83
3339000,2019-10-29,628.0,2.48,1.39,0.34,1.81,49.77,2.87
3339000,2019-10-30,449.0,2.35,1.38,0.31,1.8,37.14,2.84
3339000,2019-10-31,687.0,2.54,1.39,0.35,1.83,54.49,2.86
3339000,2019-11-01,1400.0,2.65,1.24,0.68,1.52,147.49,2.24
3339000,2019-11-02,1050.0,2.45,1.26,0.55,1.54,67.51,2.24
3339000,2019-11-03,715.0,2.4,1.26,0.41,1.51,39.58,2.24
3339000,2019-11-04,534.0,2.49,1.39,0.32,1.81,40.52,2.86
3339000,2019-11-05,386.0,2.3,1.39,0.3,1.81,30.37,2.87
3339000,2019-11-06,269.0,2.14,1.4,0.28,1.8,21.3,2.8
3339000,2019-11-07,217.0,2.05,1.4,0.26,1.84,17.67,2.82
3339000,2019-11-08,179.0,1.96,1.38,0.26,1.84,14.74,2.88
3339000,2019-11-09,161.0,1.94,1.39,0.25,1.81,13.95,2.87
3339000,2019-11-10,145.0,1.89,1.4,0.24,1.82,12.19,2.86
3339000,2019-11-11,131.0,1.87,1.39,0.24,1.83,10.83,2.84
3339000,2019-11-12,134.0,1.89,1.39,0.24,1.83,11.38,2.91
3339000,2019-11-13,123.0,1.86,1.38,0.23,1.81,10.09,2.85
3339000,2019-11-14,116.0,1.85,1.39,0.23,1.79,9.66,2.84
3339000,2019-11-15,119.0,1.88,1.39,0.23,1.82,9.66,2.9
3339000,2019-11-16,119.0,1.87,1.4,0.23,1.82,9.4,2.78
3339000,2019-11-17,117.0,1.88,1.39,0.23,1.79,9.23,2.86
3339000,2019-11-18,119.0,1.89,1.39,0.23,1.81,9.67,2.9
3339000,2019-11-19,118.0,4.03,1.0,0.3,1.0,9.23,2.84
3339000,2019-11-20,113.0,1.89,1.4,0.22,1.82,8.67,2.84
3339000,2019-11-21,127.0,1.93,1.38,0.23,1.82,9.28,2.84
3339000,2019-11-22,130.0,1.97,1.39,0.23,1.81,9.3,2.82
3339000,2019-11-23,131.0,1.96,1.4,0.23,1.82,9.21,2.83
3339000,2019-11-24,167.0,2.09,1.39,0.24,1.82,11.43,2.84
3339000,2019-11-25,160.0,2.1,1.39,0.23,1.82,10.96,2.85
3339000,2019-11-26,158.0,2.09,1.4,0.24,1.82,11.05,2.88
3339000,2019-11-27,294.0,2.39,1.39,0.27,1.83,18.03,2.86
3339000,2019-11-28,279.0,2.38,1.4,0.26,1.8,16.23,2.78
3339000,2019-11-29,314.0,2.46,1.39,0.27,1.79,18.57,2.82
3339000,2019-11-30,364.0,2.55,1.38,0.28,1.82,21.16,2.87
3339000,2019-12-01,441.0,2.66,1.39,0.29,1.8,23.99,2.83
3339000,2019-12-02,745.0,2.48,1.0,0.24,1.0,29.0,1.0
3339000,2019-12-03,630.0,2.76,1.21,0.23,1.49,19.45,2.16
3339000,2019-12-04,506.0,2.82,1.4,0.29,1.81,26.75,2.85
3339000,2019-12-05,441.0,2.74,1.38,0.29,1.82,23.52,2.83
3339000,2019-12-06,372.0,2.7,1.4,0.28,1.83,20.54,2.82
3339000,2019-12-07,288.0,2.55,1.39,0.26,1.82,16.59,2.88
3339000,2019-12-08,263.0,2.52,1.39,0.25,1.81,15.2,2.92
3339000,2019-12-09,285.0,2.55,1.39,0.26,1.81,16.21,2.92
3339000,2019-12-10,307.0,2.62,1.39,0.26,1.83,16.1,2.84
3339000,2019-12-11,361.0,2.74,1.39,0.27,1.82,18.42,2.76
3339000,2019-12-12,359.0,2.79,1.39,0.26,1.8,18.86,2.86
3339000,2019-12-13,346.0,2.78,1.39,0.27,1.85,18.23,2.9
3339000,2019-12-14,308.0,2.73,1.4,0.25,1.8,15.56,2.84
3339000,2019-12-15,272.0,2.65,1.39,0.24,1.79,14.11,2.86
3339000,2019-12-16,257.0,2.64,1.39,0.24,1.8,13.17,2.83
3339000,2019-12-17,242.0,2.66,1.4,0.24,1.82,12.2,2.84
3339000,2019-12-18,206.0,2.56,1.38,0.23,1.82,11.17,2.89
3339000,2019-12-19,200.0,2.57,1.39,0.23,1.81,10.51,2.83
3339000,2019-12-20,201.0,2.57,1.4,0.22,1.77,10.23,2.78
3339000,2019-12-21,222.0,2.66,1.38,0.23,1.8,11.01,2.88
3339000,2019-12-22,209.0,2.67,1.39,0.22,1.81,10.76,2.85
3339000,2019-12-23,200.0,2.66,1.4,0.22,1.81,9.83,2.79
3339000,2019-12-24,176.0,2.61,1.39,0.21,1.77,8.83,2.85
3339000,2019-12-25,181.0,2.62,1.39,0.22,1.84,8.89,2.79
3339000,2019-12-26,184.0,2.64,1.39,0.21,1.8,9.01,2.86
3339000,2019-12-27,186.0,2.68,1.39,0.21,1.82,8.99,2.81
3339000,2019-12-28,182.0,2.69,1.4,0.21,1.82,9.18,2.92
3339000,2019-12-29,231.0,2.84,1.4,0.22,1.8,11.38,2.86
3339000,2019-12-30,1020.0,3.93,1.39,0.3,1.81,40.9,2.91
3339000,2019-12-31,1700.0,3.78,1.17,0.29,1.49,86.36,2.09
3339000,2020-01-01,1150.0,3.91,1.17,0.25,1.46,41.15,2.09
3339000,2020-01-02,758.0,3.86,1.18,0.21,1.46,21.82,2.09
3339000,2020-01-03,601.0,4.03,1.18,0.17,1.48,13.73,2.12
3339000,2020-01-04,607.0,3.59,1.18,0.14,1.49,8.72,2.13
3339000,2020-01-05,457.0,3.5,1.4,0.25,1.81,18.94,2.84
3339000,2020-01-06,363.0,3.35,1.4,0.23,1.8,15.34,2.85
3339000,2020-01-07,380.0,3.4,1.4,0.23,1.8,16.74,2.89
3339000,2020-01-08,401.0,3.51,1.4,0.24,1.81,17.39,2.85
3339000,2020-01-09,353.0,3.39,1.39,0.23,1.81,14.5,2.88
3339000,2020-01-10,777.0,3.0,1.0,0.11,1.0,61.0,1.0
3339000,2020-01-11,9580.0,2.76,1.0,0.36,1.0,449.0,1.0
3339000,2020-01-12,14800.0,3.07,1.2,0.7,1.52,314.7,2.26
3339000,2020-01-13,11600.0,4.46,1.16,0.64,1.51,207.44,2.19
3339000,2020-01-14,7520.0,5.68,1.14,0.5,1.48,145.86,2.12
3339000,2020-01-15,4030.0,5.77,1.14,0.44,1.48,113.88,2.11
3339000,2020-01-16,2880.0,5.9,1.13,0.39,1.47,92.76,2.05
3339000,2020-01-17,2110.0,5.74,1.14,0.4,1.45,77.38,2.04
3339000,2020-01-18,3220.0,5.37,1.14,0.41,1.47,114.6,2.04
3339000,2020-01-19,6270.0,5.4,1.14,0.52,1.49,129.48,2.12
3339000,2020-01-20,3730.0,5.75,1.13,0.48,1.49,78.79,2.11
3339000,2020-01-21,1960.0,5.93,1.13,0.37,1.47,46.04,2.12
3339000,2020-01-22,1640.0,6.03,1.13,0.33,1.48,36.64,2.1
3339000,2020-01-23,1360.0,6.05,1.13,0.26,1.48,29.89,2.11
3339000,2020-01-24,1250.0,6.0,1.13,0.22,1.49,23.72,2.05
3339000,2020-01-25,1390.0,6.16,1.12,0.2,1.47,22.54,2.03
3339000,2020-01-26,1290.0,5.93,1.14,0.19,1.46,24.72,2.1
3339000,2020-01-27,1160.0,5.52,1.14,0.2,1.46,22.21,2.03
3339000,2020-01-28,1120.0,6.24,1.0,0.15,1.0,17.0,1.0
3339000,2020-01-29,999.0,5.42,1.14,0.18,1.5,19.49,2.07
3339000,2020-01-30,910.0,5.44,1.14,0.19,1.49,17.75,2.03
3339000,2020-01-31,873.0,5.38,1.14,0.16,1.47,14.28,2.03
3339000,2020-02-01,952.0,5.57,1.14,0.15,1.46,13.18,2.11
3339000,2020-02-02,1160.0,5.84,1.13,0.14,1.46,14.82,2.04
3339000,2020-02-03,1440.0,6.1,1.13,0.16,1.47,21.58,2.09
3339000,2020-02-04,1510.0,6.23,1.13,0.17,1.48,28.86,2.13
3339000,2020-02-05,1260.0,6.33,1.12,0.2,1.49,28.6,2.05
3339000,2020-02-06,1080.0,6.35,1.13,0.19,1.48,19.75,2.05
3339000,2020-02-07,1050.0,6.28,1.13,0.16,1.5,14.9,2.04
3339000,2020-02-08,911.0,6.11,1.13,0.15,1.47,11.75,2.12
3339000,2020-02-09,828.0,6.09,1.12,0.17,1.48,15.94,2.07
3339000,2020-02-10,2020.0,6.24,1.12,0.24,1.48,68.4,2.06
3339000,2020-02-11,2950.0,6.83,1.11,0.26,1.48,79.95,2.06
3339000,2020-02-12,2340.0,6.8,1.11,0.24,1.48,48.38,2.02
3339000,2020-02-13,1830.0,6.77,1.11,0.21,1.49,30.8,2.08
3339000,2020-02-14,1410.0,6.56,1.12,0.24,1.49,21.92,2.15
3339000,2020-02-15,1050.0,6.65,1.12,0.22,1.48,16.98,2.25
3339000,2020-02-16,1150.0,6.72,1.11,0.16,1.48,17.46,2.12
3339000,2020-02-17,1170.0,6.45,1.11,0.17,1.5,20.51,2.02
3339000,2020-02-18,4960.0,6.62,1.0,0.31,1.0,275.0,1.0
3339000,2020-02-19,5770.0,6.23,1.12,0.61,1.49,296.34,2.1
3339000,2020-02-20,3580.0,6.57,1.12,0.47,1.48,146.62,2.07
3339000,2020-02-21,2140.0,6.77,1.12,0.36,1.46,76.93,2.06
3339000,2020-02-22,1620.0,6.71,1.11,0.29,1.46,47.66,2.05
3339000,2020-02-23,1360.0,6.64,1.12,0.22,1.48,35.81,2.11
3339000,2020-02-24,1260.0,7.21,1.0,0.1,1.0,25.0,1.0
3339000,2020-02-25,1330.0,6.55,1.12,0.18,1.48,27.73,2.12
3339000,2020-02-26,2630.0,6.7,1.12,0.28,1.46,102.64,2.07
3339000,2020-02-27,2960.0,6.96,1.11,0.4,1.47,160.78,2.06
3339000,2020-02-28,2240.0,7.3,1.11,0.33,1.46,104.68,2.09
3339000,2020-02-29,1710.0,7.11,1.11,0.26,1.47,59.73,2.12
3339000,2020-03-01,1410.0,6.95,1.11,0.19,1.46,30.34,2.05
3339000,2020-03-02,3150.0,6.8,1.11,0.35,1.48,246.78,2.09
3339000,2020-03-03,4900.0,6.87,1.11,0.52,1.46,444.38,2.03
3339000,2020-03-04,2900.0,6.9,1.12,0.44,1.48,248.74,2.13
3339000,2020-03-05,1920.0,6.97,1.11,0.28,1.47,100.75,2.13
3339000,2020-03-06,1510.0,6.85,1.11,0.25,1.47,76.32,2.07
3339000,2020-03-07,1220.0,6.75,1.12,0.23,1.48,57.22,2.11
3339000,2020-03-08,988.0,6.72,1.11,0.18,1.5,33.93,2.09
3339000,2020-03-09,1020.0,6.67,1.12,0.16,1.48,34.29,2.1
3339000,2020-03-10,1360.0,6.51,1.12,0.16,1.48,40.27,2.07
3339000,2020-03-11,2220.0,7.11,1.0,0.17,1.0,100.0,1.0
3339000,2020-03-12,1910.0,6.71,1.12,0.39,1.54,174.32,2.23
3339000,2020-03-13,1810.0,7.0,1.11,0.22,1.44,93.66,2.1
3339000,2020-03-14,1610.0,6.96,1.11,0.17,1.48,49.99,2.06
3339000,2020-03-15,1720.0,6.68,1.12,0.16,1.46,49.82,2.04
3339000,2020-03-16,2790.0,6.79,1.11,0.24,1.45,127.14,2.05
3339000,2020-03-17,2800.0,6.88,1.11,0.24,1.46,130.7,2.07
3339000,2020-03-18,2100.0,6.91,1.11,0.2,1.48,71.81,2.13
3339000,2020-03-19,5410.0,6.66,1.0,0.2,1.0,231.0,1.0
3339000,2020-03-20,8420.0,5.99,1.0,0.4,1.0,525.0,1.0
3339000,2020-03-21,6410.0,6.37,1.12,0.46,1.48,448.92,2.11
3339000,2020-03-22,3690.0,6.93,1.11,0.37,1.46,249.29,2.08
3339000,2020-03-23,2580.0,7.17,1.11,0.28,1.46,144.44,2.05
3339000,2020-03-24,2110.0,7.11,1.11,0.22,1.47,101.26,2.05
3339000,2020-03-25,2010.0,7.13,1.11,0.19,1.46,84.68,2.07
3339000,2020-03-26,1820.0,7.13,1.11,0.17,1.47,65.35,2.08
3339000,2020-03-27,1730.0,7.01,1.11,0.15,1.48,62.35,2.12
3339000,2020-03-28,1860.0,7.0,1.11,0.12,1.48,52.71,2.14
3339000,2020-03-29,1980.0,6.77,1.11,0.14,1.48,87.34,2.14
3339000,2020-03-30,1670.0,6.71,1.11,0.15,1.47,85.69,2.11
3339000,2020-03-31,1510.0,6.93,1.11,0.12,1.48,48.63,2.15
3339000,2020-04-01,1260.0,6.9,1.11,0.1,1.48,32.99,2.08
3339000,2020-04-02,1030.0,6.85,1.11,0.09,1.49,27.4,2.21
3339000,2020-04-03,990.0,6.84,1.12,0.08,1.51,25.4,2.24
3339000,2020-04-04,999.0,6.66,1.12,0.08,1.48,25.1,2.22
3339000,2020-04-05,943.0,6.66,1.11,0.08,1.49,24.34,2.2
3339000,2020-04-06,848.0,6.42,1.12,0.07,1.51,22.69,2.29
3339000,2020-04-07,778.0,6.33,1.12,0.07,1.53,20.02,2.29
3339000,2020-04-08,809.0,6.15,1.12,0.07,1.55,27.47,2.36
3339000,2020-04-09,934.0,6.02,1.13,0.07,1.51,27.41,2.26
3339000,2020-04-10,792.0,6.01,1.13,0.07,1.52,18.29,2.25
3339000,2020-04-11,723.0,5.86,1.13,0.07,1.52,18.96,2.22
3339000,2020-04-12,726.0,5.78,1.13,0.07,1.5,17.84,2.23
3339000,2020-04-13,731.0,5.89,1.13,0.07,1.49,17.78,2.24
3339000,2020-04-14,686.0,5.78,1.13,0.07,1.51,17.63,2.2
3339000,2020-04-15,580.0,5.52,1.14,0.08,1.5,17.37,2.17
3339000,2020-04-16,493.0,5.47,1.14,0.08,1.48,13.87,2.2
3339000,2020-04-17,517.0,5.47,1.14,0.08,1.5,11.65,2.16
3339000,2020-04-18,577.0,5.53,1.13,0.09,1.47,17.78,2.2
3339000,2020-04-19,575.0,5.43,1.14,0.08,1.47,17.73,2.19
3339000,2020-04-20,581.0,5.33,1.14,0.08,1.46,17.85,2.23
3339000,2020-04-21,601.0,5.31,1.14,0.08,1.49,19.22,2.22
3339000,2020-04-22,542.0,5.28,1.14,0.07,1.5,15.43,2.24
